Facility ID,Name,Full Address,Street Number,Street Direction,Street Name,Street Type,Basketball,Splashpad,Playground,Ramada,Horsehoes,Volleyball,Restroom,Barbecue Grills,Picnic Tables,Lake,Trails,Baseball,Bleachers,Dog Area,Soccer,Disc Golf,Tennis,Pickelball,Raquetball,Exercise Course,NumberofAcres,Type,Park Site Map,Location,City,Latitude,Longitude
PKBN53,Basin 320,602 N Lindsay Rd,404,N,Lindsay,Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,6,Basin,,"(33.4260619, -111.7730001)",Mesa,33.4260619,-111.7730001
PKBN59,Basin 322,544 N Val Vista Dr,3443,N,Val Vista,Dr,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,6.1,Basin,,"(33.426145, -111.755488)",Mesa,33.426145,-111.755488
PKBN70,Basin 703,601 N Norfolk,462,N,Norfolk,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,6.8,Basin,,"(33.426149, -111.742843)",Mesa,33.426149,-111.742843
PKBN109,Basin 817,650 N 90th St,416,N,90th,St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,6.9,Basin,,"(33.427467, -111.6378871)",Mesa,33.427467,-111.6378871
PKPK47,Meadowgreen,2821 E Pueblo Ave,2821,E,Pueblo,Ave,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,7,Park,http://www.mesaparks.com/home/showdocument?id=6272,"(33.4012697, -111.7701678)",Mesa,33.4012697,-111.7701678
PKBN101,Basin 803,1240 N Sterling,1228,N,Sterling,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,7.2,Basin,,"(33.437472, -111.670355)",Mesa,33.437472,-111.670355
PKBN84,Basin 723,6420 E Brown Rd,6015,E,Brown, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,7.3,Basin,,"(33.4373849, -111.6926964)",Mesa,33.4373849,-111.6926964
PKPK60,Guerrero Rotary,205 W 8th Ave,205,W,8th,Ave,lighted,NO,shaded,"non-reservable, shaded",NO,NO,YES,NO,YES,NO,walk ,NO,NO,NO,YES,NO,NO,NO,NO,YES,7.5,Park,https://www.mesaaz.gov/home/showdocument?id=6254,"(33.4000127, -111.8356655)",Mesa,33.4000127,-111.8356655
PKBN92,Basin 719,3211 N Recker Rd,1628,N,Recker, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,7.6,Basin,,"(33.474066, -111.699912)",Mesa,33.474066,-111.699912
PKPK32,Ensenada,6413 E Elmwood St,6413,E,Elmwood, St,NO,NO,YES,"non-reservable, shaded",NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,7.6,Park,,"(33.4332076, -111.692741)",Mesa,33.4332076,-111.692741
PKPK43,Hermosa Vista,2255 N Lindsay Rd,2255,N,Lindsay, Rd,lighted,NO,YES,"non-reservable, shaded",YES,NO,NO,YES,shaded,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,8,Park,http://www.mesaparks.com/home/showdocument?id=6260,"(33.4560959, -111.769459)",Mesa,33.4560959,-111.769459
PKPK42,Sheepherders,2455 E McDowell Rd,2455,E,McDowell, Rd,YES,NO,YES,"non-reservable, shaded",YES,"lighted, concrete",NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,8,Park,http://www.mesaparks.com/home/showdocument?id=6302,"(33.466322, -111.778151)",Mesa,33.466322,-111.778151
PKPK11,Woodglen,2342 S Beverly,2342,S,Beverly,,NO,NO,YES,"non-reservable, shaded",NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,8,Park,http://www.mesaparks.com/home/showdocument?id=6322,"(33.372351, -111.855194)",Mesa,33.372351,-111.855194
PKPK25,Alta Mesa,1910 N Alta Mesa Dr,1910,N,Alta Mesa, Dr,lighted,NO,YES,"non-reservable, shaded",YES,"lighted, sand",NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,8.2,Park,https://www.mesaaz.gov/home/showdocument?id=6202,"(33.449874, -111.711141)",Mesa,33.449874,-111.711141
PKPK83,Mariposa,2351 S Hawes Rd,2351,S,Hawes, Rd,NO,NO,shaded,"non-reservable, shaded",NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,9,Park,,"(33.3742438, -111.6535172)",Mesa,33.3742438,-111.6535172
PKBN130,Basin 114,10226 E Elliot Rd,9750,E,Elliot,Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,9,Basin,,"(33.3500241, -111.6152265)",Mesa,33.3500241,-111.6152265
PKBN113,Basin 109,250 N 96th St,10302,N,96th,St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,9.2,Basin,,"(33.4203464, -111.6246039)",Mesa,33.4203464,-111.6246039
PKBN74,Basin 711,5121 E Decatur St,839,E,Decatur, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,9.6,Basin,,"(33.426254, -111.722619)",Mesa,33.426254,-111.722619
PKPK34,Augusta Ranch,9455 E Neville Ave,9455,E,Neville,Ave,YES,NO,YES,"non-reservable, shaded",NO,sand,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,10,Park,,"(33.3668582, -111.6298327)",Mesa,33.3668582,-111.6298327
PKPK49,Silvergate,2121 E Enid Ave,2121,E,Enid,Ave,lighted,NO,YES,"non-reservable, shaded",YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,10,Park,http://www.mesaparks.com/home/showdocument?id=6306,"(33.397675, -111.7839675)",Mesa,33.397675,-111.7839675
PKPK46,Los Alamos,2840 E Covina,2840,E,Covina,,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,10,Park,http://www.mesaparks.com/home/showdocument?id=6270,"(33.426068, -111.769885)",Mesa,33.426068,-111.769885
PKPK5,Whitman,1750 N Grand,1750,N,Grand,,lighted,NO,YES,"non-reservable, shaded",NO,"lighted,concrete",NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,10,Park,http://www.mesaparks.com/home/showdocument?id=6320,"(33.446953, -111.836587)",Mesa,33.446953,-111.836587
PKBN114,Basin 110,10045 E Akron St,11228,E,Akron,St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,10.7,Basin,,"(33.4173803, -111.6133064)",Mesa,33.4173803,-111.6133064
PKPK36,Golden Hills,7256 E Pueblo Ave,7256,E,Pueblo,Ave,NO,NO,shaded,"non-reservable, shaded",NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,11,Park,,"(33.4006555, -111.6746423)",Mesa,33.4006555,-111.6746423
PKPK12,Rancho del Mar,748 W Guadalupe Rd,748,W,Guadalupe,Rd,lighted,NO,shaded,"non-reservable, shaded",NO,"lighted, sand",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,11,Park,http://www.mesaparks.com/home/showdocument?id=6292,"(33.3667916, -111.8498253)",Mesa,33.3667916,-111.8498253
PKBN129,Basin 116,9750 E Elliot Rd,2616,E,Elliot, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,12.3,Basin,,"(33.3500704, -111.6214696)",Mesa,33.3500704,-111.6214696
PKBN131,Basin 115,9850 E Elliot Rd,6763,E,Elliot, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,12.6,Basin,,"(33.3510735, -111.6214562)",Mesa,33.3510735,-111.6214562
PKPK504,Eastmark Great,5100 S Eastmark Parkway,5100,S,Eastmark,,YES,Shaded,YES,"non-reservable, shaded",NO,NO,YES,NO,NO,YES,walk,NO,NO,NO,NO,NO,NO,NO,NO,NO,12.7,Park,,"(33.3227394, -111.6157082)",Mesa,33.3227394,-111.6157082
PKBN110,Basin 816,9330 E University Dr,6812,E,University, Dr,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,14,Basin,,"(33.4231834, -111.6300725)",Mesa,33.4231834,-111.6300725
